timestamp,TELEM/TWSB/PITCH,TELEM/TWSB/ROLL,TELEM/TWSB/ACCEL_X,TELEM/TWSB/ACCEL_Y,TELEM/TWSB/ACCEL_Z,TELEM/TWSB/GYRO_X,TELEM/TWSB/GYRO_Y,TELEM/TWSB/GYRO_Z,TELEM/TWSB/LEFT_SHAFT_RPS,TELEM/TWSB/LEFT_WHEEL_TRGT,TELEM/TWSB/LEFT_VOLTAGE,TELEM/TWSB/RIGHT_SHAFT_RPS,TELEM/TWSB/RIGHT_WHEEL_TRGT,TELEM/TWSB/RIGHT_VOLTAGE,TELEM/TWSB/LINEAR_VEL,TELEM/TWSB/LIN_VEL_TRGT,TELEM/TWSB/BALANCE_ANGLE,TELEM/TWSB/ANGULAR_VEL,TELEM/TWSB/ANG_VEL_TRGT,TELEM/TWSB/STEER_DIFF,TELEM/TWSB/XPOS,TELEM/TWSB/LQR_U
1742781390729869642,-1.349,-2.231,0.052,0.005,0.955,41.596,-54.778,-34.892,0.026,0.451,1.830,0.000,0.522,1.655,0.003,0.259,-1.511,0.008,-0.032,0.068,20.720,0.000
1742781390740415633,-1.377,-2.222,0.022,-0.085,0.981,41.229,-55.373,-41.428,0.495,0.533,0.511,0.025,0.398,0.907,0.065,0.259,-1.295,0.142,-0.043,-0.032,20.720,0.000
1742781390749969876,-1.402,-2.407,0.077,-0.067,0.929,41.397,-52.961,-33.122,0.025,0.520,2.103,0.025,0.584,1.858,0.006,0.259,-1.503,0.000,-0.043,0.059,20.720,0.000
1742781390760330773,-1.529,-2.485,0.064,-0.049,0.939,41.687,-56.686,-27.932,0.025,0.598,1.763,0.025,0.481,1.086,0.006,0.259,-1.505,0.000,-0.054,0.058,20.720,0.000
1742781390769971331,-1.449,-2.740,0.081,-0.070,0.936,42.619,-53.343,-15.032,0.026,0.493,1.969,0.495,0.378,0.173,0.065,0.259,-1.299,-0.142,-0.054,0.152,20.720,0.000
1742781390780309950,-1.639,-2.741,0.043,-0.018,0.943,43.123,-58.931,-12.741,0.496,0.801,1.843,0.495,0.497,0.716,0.125,0.259,-1.093,0.000,-0.054,0.050,20.721,0.000
1742781390789952360,-1.602,-2.729,0.015,-0.071,1.000,43.855,-59.801,-15.825,0.026,0.685,2.802,0.025,0.585,2.158,0.006,0.259,-1.508,0.000,-0.054,0.049,20.721,0.000
1742781390800353646,-1.417,-2.571,-0.006,0.018,1.014,43.046,-54.503,-13.611,0.520,0.490,0.182,0.496,0.393,-0.400,0.128,0.259,-1.084,0.007,-0.064,0.042,20.721,0.000
1742781390809948130,-1.308,-2.463,0.091,-0.031,0.905,42.344,-45.709,-24.756,0.496,0.601,1.745,0.496,0.517,1.139,0.125,0.259,-1.095,0.000,-0.064,0.039,20.721,0.000
1742781390820200804,-1.486,-2.464,0.053,-0.045,0.950,42.466,-55.022,-22.909,0.496,0.752,1.407,0.496,0.675,0.819,0.125,0.259,-1.096,0.000,-0.064,0.037,20.722,0.000
1742781390829934345,-1.344,-2.458,-0.030,-0.035,1.043,42.848,-55.022,-22.023,0.496,0.597,1.390,0.496,0.523,0.812,0.125,0.259,-1.097,0.000,-0.064,0.035,20.722,0.000
1742781390840344353,-1.279,-2.557,0.072,-0.075,0.940,42.161,-45.587,-23.474,0.521,0.676,0.998,0.496,0.606,0.496,0.128,0.259,-1.087,0.007,-0.073,0.027,20.722,0.000
1742781390849939633,-1.101,-2.531,0.073,-0.054,0.937,42.359,-41.771,-22.954,0.521,0.548,1.075,0.496,0.493,0.610,0.128,0.259,-1.088,0.007,-0.073,0.018,20.722,0.000
1742781390860346197,-1.172,-2.590,0.054,-0.041,0.942,42.405,-47.053,-20.237,0.026,0.653,2.399,0.496,0.616,0.793,0.066,0.259,-1.306,-0.142,-0.083,0.126,20.722,0.000
1742781390869940866,-1.237,-2.570,0.071,-0.035,0.934,43.000,-50.473,-19.596,0.026,0.731,2.116,0.026,0.480,1.121,0.007,0.259,-1.515,0.000,-0.083,0.017,20.722,0.000
1742781390880317263,-1.281,-2.518,0.048,-0.019,0.953,42.572,-55.426,-21.237,0.521,0.546,0.652,0.520,0.512,0.187,0.131,0.259,-1.081,0.000,-0.083,0.014,20.723,0.000
1742781390889964507,-1.370,-2.436,0.085,-0.056,0.927,42.268,-57.251,-24.496,0.026,0.702,3.179,0.520,0.674,1.538,0.069,0.259,-1.300,-0.150,-0.083,0.121,20.723,0.000
1742781390900329051,-1.427,-2.533,-0.021,-0.065,1.027,42.527,-61.205,-20.390,0.496,0.740,1.382,0.496,0.498,0.414,0.125,0.258,-1.104,0.000,-0.094,0.014,20.723,0.000
1742781390909967332,-1.280,-2.549,0.022,-0.035,0.993,42.237,-54.015,-15.871,0.991,0.628,0.334,0.496,0.601,1.073,0.187,0.258,-0.885,0.150,-0.094,-0.106,20.723,0.000
1742781390920198950,-1.465,-2.578,0.045,-0.048,0.956,42.985,-54.929,-16.753,0.050,0.765,2.738,0.496,0.978,1.801,0.069,0.258,-1.300,-0.135,-0.094,0.095,20.724,0.000
1742781390929953991,-1.264,-2.603,0.032,-0.067,0.994,43.046,-48.534,-15.519,0.521,0.647,0.674,0.026,0.457,1.035,0.069,0.258,-1.301,0.150,-0.094,-0.112,20.724,0.000
1742781390940368647,-1.297,-2.661,0.097,-0.040,0.903,42.802,-45.755,-10.359,0.521,0.545,0.851,0.520,0.770,1.030,0.131,0.257,-1.084,0.000,-0.105,-0.011,20.724,0.000
1742781390949963594,-1.555,-2.560,0.107,-0.006,0.877,42.970,-51.740,-7.855,0.520,0.848,1.944,0.521,0.869,1.627,0.131,0.257,-1.083,-0.000,-0.105,-0.021,20.724,0.000
1742781390960372880,-1.553,-2.644,-0.000,-0.056,1.021,43.008,-55.604,-5.485,0.497,0.752,1.760,0.521,0.794,1.446,0.128,0.257,-1.094,-0.007,-0.122,-0.019,20.724,0.000
1742781390969923827,-1.359,-2.594,0.050,-0.039,0.951,42.894,-46.122,-6.878,0.521,0.669,1.356,0.496,0.708,1.157,0.128,0.257,-1.094,0.007,-0.122,-0.045,20.725,0.000
1742781390980309131,-1.348,-2.643,0.055,-0.073,0.953,43.336,-46.137,-7.550,1.016,0.718,0.272,0.520,0.808,1.338,0.193,0.257,-0.866,0.150,-0.122,-0.153,20.725,0.000
1742781390989944079,-1.319,-2.730,0.049,-0.060,0.971,43.184,-47.175,-4.298,0.051,0.673,2.890,0.521,0.979,2.161,0.072,0.257,-1.291,-0.142,-0.122,0.052,20.725,0.000
1742781391000346272,-1.316,-2.752,0.038,-0.063,0.962,43.933,-48.025,-0.184,0.991,0.795,-0.197,0.521,0.691,0.352,0.190,0.256,-0.878,0.142,-0.133,-0.155,20.726,0.000
1742781391009856626,-1.262,-2.842,0.104,-0.049,0.905,44.390,-46.732,4.267,0.544,0.664,1.941,0.521,0.974,2.422,0.134,0.256,-1.071,0.007,-0.133,-0.072,20.726,0.000
1742781391020128929,-1.368,-2.720,0.008,0.016,0.998,44.344,-53.877,3.717,0.521,0.773,1.508,0.521,0.917,1.540,0.131,0.256,-1.083,-0.000,-0.133,-0.071,20.726,0.000
1742781391029930063,-1.144,-2.886,-0.006,-0.167,1.039,44.756,-47.480,-1.260,1.016,0.631,0.247,0.521,0.774,1.475,0.193,0.256,-0.865,0.150,-0.133,-0.185,20.727,0.000
1742781391040382886,-1.245,-2.972,0.084,-0.012,0.908,44.709,-44.638,16.480,0.497,0.762,1.741,0.546,1.131,2.214,0.131,0.259,-1.083,-0.015,-0.144,-0.073,20.727,0.000
1742781391049892925,-1.203,-2.773,0.016,-0.094,1.003,45.275,-47.709,8.328,0.544,0.734,1.234,0.027,0.880,2.539,0.072,0.259,-1.302,0.157,-0.144,-0.210,20.727,0.000
1742781391060361359,-1.056,-2.922,0.042,-0.063,0.972,45.199,-42.244,16.618,0.051,0.471,1.718,0.521,0.891,1.322,0.072,0.261,-1.303,-0.142,-0.152,-0.001,20.727,0.000
1742781391069924510,-1.154,-2.880,0.110,-0.028,0.878,45.397,-39.984,21.290,0.546,0.800,1.405,1.017,0.801,0.004,0.196,0.261,-0.875,-0.143,-0.152,-0.006,20.728,0.000
1742781391080363333,-1.404,-2.788,0.061,-0.048,0.943,46.096,-57.056,17.314,0.521,1.005,2.859,0.546,1.017,2.550,0.134,0.261,-1.094,-0.007,-0.152,-0.105,20.728,0.000
1742781391090010817,-1.313,-2.787,-0.023,-0.017,1.032,45.581,-53.297,19.626,0.521,0.723,1.340,0.522,0.933,1.570,0.131,0.261,-1.105,-0.000,-0.152,-0.115,20.728,0.000
1742781391100286269,-1.088,-2.579,0.032,0.014,0.959,43.749,-43.831,12.847,0.521,0.627,1.322,1.016,0.857,0.413,0.193,0.262,-0.888,-0.150,-0.159,-0.010,20.728,0.000
1742781391109922457,-1.071,-2.644,0.074,-0.109,0.928,45.794,-40.671,9.397,0.521,0.864,2.171,0.522,0.884,1.950,0.131,0.262,-1.110,-0.000,-0.159,-0.125,20.729,0.000
1742781391120156445,-1.221,-2.752,0.060,-0.036,0.942,44.864,-51.961,25.870,0.546,0.786,1.200,0.546,1.035,1.541,0.137,0.262,-1.089,0.000,-0.159,-0.130,20.729,0.000
1742781391129917301,-1.153,-2.630,0.011,-0.039,0.999,44.008,-51.251,22.023,0.521,0.688,1.640,0.546,0.948,1.948,0.134,0.262,-1.101,-0.007,-0.159,-0.129,20.729,0.000
1742781391140326549,-1.115,-2.729,0.073,-0.110,0.931,45.581,-48.015,20.740,0.521,0.705,1.409,1.016,0.963,0.592,0.193,0.262,-0.894,-0.150,-0.165,-0.030,20.730,0.000
1742781391149969997,-1.177,-2.776,0.046,-0.028,0.952,45.901,-51.129,26.679,0.522,0.891,2.413,1.017,0.950,1.121,0.193,0.262,-0.895,-0.150,-0.165,-0.034,20.730,0.000
1742781391160336893,-1.159,-2.766,0.025,-0.051,0.982,47.338,-50.188,24.531,0.521,0.881,2.018,0.521,0.949,1.938,0.131,0.263,-1.115,-0.000,-0.169,-0.144,20.730,0.000
1742781391169925081,-1.042,-2.652,0.031,0.027,0.964,45.504,-46.305,23.030,1.016,0.653,-0.048,0.546,0.941,1.532,0.196,0.263,-0.889,0.142,-0.169,-0.256,20.731,0.000
1742781391180338255,-1.067,-2.450,0.088,-0.051,0.916,46.252,-45.801,14.465,0.546,0.672,1.668,0.546,1.184,2.672,0.137,0.263,-1.096,-0.000,-0.169,-0.161,20.731,0.000
1742781391189949110,-1.193,-2.596,0.060,-0.088,0.936,44.909,-51.954,15.809,0.521,0.761,1.394,1.016,1.082,0.766,0.193,0.263,-0.901,-0.150,-0.169,-0.057,20.731,0.000
1742781391200314099,-1.146,-2.787,0.080,-0.065,0.936,45.779,-49.236,36.861,1.016,0.850,1.134,1.017,0.963,1.199,0.255,0.264,-0.683,-0.000,-0.180,-0.166,20.732,0.000
1742781391209954602,-1.256,-2.804,-0.006,-0.058,1.002,46.039,-55.022,36.801,0.992,0.904,1.411,0.546,1.237,3.079,0.193,0.264,-0.904,0.135,-0.180,-0.279,20.732,0.000
1742781391220185461,-1.124,-2.816,0.031,-0.058,0.994,46.741,-49.618,35.549,0.522,0.660,1.075,1.017,1.217,1.031,0.193,0.264,-0.904,-0.150,-0.180,-0.080,20.733,0.000
1742781391229854742,-1.023,-2.857,0.032,-0.068,0.990,46.741,-43.816,35.778,1.016,0.839,0.807,0.547,0.999,2.132,0.196,0.264,-0.894,0.142,-0.180,-0.294,20.733,0.000
1742781391240353046,-1.117,-2.953,0.050,-0.038,0.943,47.000,-46.930,44.175,1.016,0.739,0.417,1.040,1.326,1.595,0.258,0.265,-0.677,-0.007,-0.186,-0.194,20.734,0.000
1742781391249950031,-1.096,-2.864,0.053,-0.056,0.972,47.367,-47.633,44.267,1.016,0.857,1.148,1.042,1.245,1.854,0.259,0.265,-0.680,-0.008,-0.186,-0.203,20.734,0.000
1742781391260361798,-0.983,-2.984,-0.006,-0.115,1.014,47.291,-46.457,48.557,0.547,0.782,1.985,0.547,1.189,2.811,0.137,0.266,-1.105,-0.000,-0.184,-0.214,20.734,0.000
1742781391269951319,-0.823,-2.933,0.039,-0.017,0.970,46.985,-38.259,59.778,1.040,0.641,-0.508,1.017,1.069,0.433,0.259,0.266,-0.686,0.007,-0.184,-0.224,20.735,0.000
1742781391280315734,-0.921,-2.967,0.110,-0.059,0.882,48.161,-42.655,57.610,1.016,0.838,1.348,0.547,1.286,3.408,0.196,0.266,-0.904,0.142,-0.184,-0.328,20.735,0.000
1742781391289978682,-1.029,-2.992,-0.038,-0.076,1.028,49.031,-51.679,57.626,0.546,0.700,1.420,1.042,1.356,1.679,0.199,0.266,-0.894,-0.150,-0.184,-0.124,20.736,0.000
1742781391300298930,-0.801,-3.021,0.030,-0.065,1.002,48.405,-43.022,59.717,0.521,0.776,1.759,1.042,1.025,0.980,0.196,0.267,-0.905,-0.158,-0.180,-0.120,20.736,0.000
1742781391309940433,-0.827,-3.127,0.081,-0.093,0.916,49.352,-37.954,64.068,1.016,0.859,0.685,1.017,1.099,1.139,0.255,0.267,-0.700,-0.000,-0.180,-0.233,20.737,0.000
1742781391320125291,-0.943,-2.910,0.046,0.008,0.951,48.207,-47.892,67.214,0.522,0.850,2.317,1.042,1.316,2.068,0.196,0.267,-0.907,-0.157,-0.180,-0.124,20.737,0.000
1742781391329884684,-0.861,-2.749,0.001,-0.077,0.998,46.726,-47.221,58.282,0.546,0.816,1.639,1.042,1.063,0.923,0.199,0.267,-0.897,-0.150,-0.180,-0.129,20.737,0.000
1742781391340338136,-0.749,-2.859,0.046,-0.067,0.922,44.130,-41.786,62.511,0.992,0.789,0.689,1.042,1.048,1.075,0.256,0.268,-0.700,-0.015,-0.172,-0.229,20.738,0.000
1742781391349934380,-0.811,-2.857,0.075,-0.030,0.924,41.962,-41.236,68.649,0.546,0.808,2.095,1.513,1.267,0.760,0.259,0.268,-0.693,-0.293,-0.172,-0.026,20.738,0.000
1742781391360343221,-0.902,-2.752,0.023,-0.059,1.000,42.954,-51.144,67.870,1.016,1.049,1.324,1.042,1.100,1.266,0.259,0.269,-0.694,-0.008,-0.163,-0.230,20.739,0.000
1742781391369932001,-0.796,-2.876,0.019,-0.084,0.995,44.771,-47.007,70.893,0.547,0.755,1.802,1.042,1.215,1.600,0.200,0.269,-0.902,-0.150,-0.163,-0.125,20.739,0.000
1742781391380278879,-0.807,-2.957,0.077,-0.058,0.916,46.680,-42.534,69.366,1.016,0.867,0.390,1.042,1.116,0.808,0.259,0.269,-0.696,-0.008,-0.163,-0.229,20.740,0.000
1742781391389937104,-0.945,-3.060,0.072,-0.088,0.925,48.405,-46.992,59.977,0.546,0.877,2.353,1.042,1.335,2.145,0.199,0.269,-0.903,-0.150,-0.163,-0.129,20.740,0.000
1742781391400308575,-1.009,-3.081,0.018,-0.033,0.983,48.970,-53.099,57.213,0.546,0.924,1.850,0.570,1.182,2.303,0.140,0.269,-1.111,-0.007,-0.156,-0.234,20.740,0.000
1742781391409938356,-0.953,-2.926,0.045,-0.028,0.954,48.344,-48.732,58.603,0.546,0.709,1.310,1.042,1.177,1.138,0.199,0.269,-0.906,-0.150,-0.156,-0.129,20.741,0.000
1742781391420166677,-1.009,-2.769,0.057,-0.008,0.928,46.787,-48.045,61.717,1.016,0.920,1.341,1.042,1.178,1.793,0.259,0.269,-0.699,-0.008,-0.156,-0.233,20.741,0.000
1742781391429877755,-1.156,-2.719,0.071,-0.051,0.928,46.741,-51.938,63.320,0.546,0.954,2.493,1.513,1.420,1.186,0.259,0.269,-0.699,-0.293,-0.156,-0.029,20.742,0.000
1742781391440368115,-1.080,-2.721,-0.003,-0.097,1.018,46.848,-50.580,59.367,1.017,1.076,1.545,1.042,1.134,1.522,0.259,0.270,-0.699,-0.007,-0.154,-0.234,20.742,0.000
1742781391449918377,-0.931,-2.912,0.038,-0.079,0.969,47.443,-43.450,61.626,1.017,0.832,0.854,1.042,1.299,1.816,0.259,0.270,-0.702,-0.007,-0.154,-0.237,20.743,0.000
1742781391460280125,-0.909,-2.881,0.056,-0.021,0.947,47.947,-41.373,59.992,0.546,0.877,2.061,1.043,1.351,1.907,0.200,0.271,-0.910,-0.151,-0.144,-0.137,20.743,0.000
1742781391469901128,-0.859,-2.943,0.037,-0.094,0.975,48.695,-42.228,55.091,0.546,0.895,1.874,1.066,1.168,1.185,0.203,0.271,-0.901,-0.158,-0.144,-0.125,20.744,0.000
1742781391480291765,-0.870,-2.888,0.068,-0.009,0.925,47.535,-42.625,65.289,1.016,0.935,1.100,1.042,1.185,1.544,0.259,0.271,-0.706,-0.008,-0.144,-0.234,20.744,0.000
1742781391489863768,-0.965,-2.653,0.055,0.004,0.932,46.481,-47.862,61.870,1.017,0.936,1.420,1.042,1.403,2.393,0.259,0.271,-0.705,-0.008,-0.144,-0.238,20.745,0.000
1742781391500278387,-0.923,-2.596,0.006,-0.058,0.995,45.214,-51.297,57.091,1.017,0.871,1.122,1.042,1.347,2.124,0.259,0.271,-0.705,-0.008,-0.135,-0.242,20.745,0.000
1742781391509908649,-0.767,-2.772,0.035,-0.090,0.974,45.544,-40.131,65.866,1.040,0.809,0.840,1.066,1.294,1.867,0.265,0.271,-0.684,-0.008,-0.135,-0.239,20.746,0.000
1742781391520146174,-0.792,-2.910,0.050,-0.074,0.943,46.084,-41.541,68.984,1.017,0.898,1.036,1.043,1.377,2.057,0.259,0.271,-0.705,-0.008,-0.135,-0.243,20.746,0.000
1742781391529861604,-0.741,-3.008,0.029,-0.077,0.972,46.833,-40.809,71.397,1.017,0.844,0.961,1.537,1.330,0.819,0.321,0.271,-0.487,-0.157,-0.135,-0.138,20.747,0.000
1742781391540305852,-0.736,-3.038,0.067,-0.052,0.938,47.138,-39.908,73.702,1.040,1.050,1.592,1.043,1.325,2.188,0.262,0.270,-0.694,-0.001,-0.126,-0.251,20.747,0.000
1742781391549903688,-0.726,-2.992,0.022,-0.040,0.975,46.484,-41.784,72.310,0.546,0.870,1.820,1.537,1.372,0.590,0.262,0.270,-0.693,-0.300,-0.126,-0.030,20.748,0.000
1742781391560268696,-0.598,-2.940,0.076,-0.046,0.928,45.840,-37.618,71.122,1.017,1.014,1.348,1.043,1.074,1.366,0.259,0.272,-0.703,-0.008,-0.112,-0.238,20.749,0.000
1742781391569894125,-0.667,-2.890,0.040,-0.024,0.932,45.626,-42.289,73.717,0.522,0.878,2.256,1.043,1.355,2.086,0.197,0.272,-0.928,-0.158,-0.112,-0.123,20.749,0.000
1742781391580232614,-0.654,-2.764,0.042,-0.017,0.957,45.382,-43.923,70.114,1.016,0.906,0.717,1.066,1.151,1.117,0.262,0.272,-0.701,-0.015,-0.112,-0.225,20.749,0.000
1742781391589881969,-0.717,-2.825,0.060,-0.062,0.936,45.606,-47.940,63.020,0.546,0.897,2.535,1.536,1.347,1.174,0.262,0.272,-0.701,-0.300,-0.112,-0.020,20.750,0.000
1742781391600338495,-0.778,-2.861,-0.005,-0.070,0.989,45.733,-50.213,61.366,1.017,1.119,1.659,1.043,1.159,1.629,0.259,0.273,-0.710,-0.008,-0.099,-0.228,20.750,0.000
1742781391609880868,-0.637,-2.941,0.025,-0.070,0.993,45.779,-44.595,63.442,0.547,0.811,1.990,1.066,1.267,1.772,0.203,0.273,-0.913,-0.157,-0.099,-0.112,20.751,0.000
1742781391620080115,-0.558,-2.830,0.030,0.004,0.952,45.550,-40.778,65.122,0.547,0.857,1.829,1.043,1.082,1.113,0.200,0.273,-0.923,-0.150,-0.099,-0.116,20.751,0.000
1742781391629873378,-0.717,-2.800,0.088,-0.062,0.908,46.456,-50.087,57.038,1.042,0.966,0.994,1.042,1.198,1.485,0.262,0.273,-0.706,-0.000,-0.099,-0.224,20.752,0.000
1742781391640273016,-0.940,-2.867,0.030,-0.029,0.955,46.191,-57.129,57.824,1.040,0.982,1.578,1.043,1.430,2.585,0.262,0.275,-0.706,-0.001,-0.086,-0.226,20.752,0.000
1742781391649965815,-0.901,-2.848,-0.014,-0.081,1.019,46.252,-55.999,54.160,1.040,0.883,1.120,1.043,1.336,2.146,0.262,0.275,-0.710,-0.001,-0.086,-0.220,20.753,0.000
1742781391660322990,-0.717,-2.891,-0.009,-0.053,1.013,46.359,-46.671,59.015,1.017,0.807,0.977,1.043,1.246,1.921,0.259,0.275,-0.720,-0.008,-0.073,-0.217,20.753,0.000
1742781391669861214,-0.767,-2.870,0.067,-0.051,0.949,49.810,-43.924,61.237,1.042,0.924,0.885,1.043,1.358,1.883,0.262,0.275,-0.711,-0.000,-0.073,-0.215,20.754,0.000
1742781391680232833,-0.832,-2.864,0.061,-0.068,0.969,52.695,-47.114,57.504,1.040,0.930,1.113,1.043,1.361,2.105,0.262,0.275,-0.712,-0.001,-0.073,-0.217,20.754,0.000
1742781391689914910,-0.971,-2.910,0.073,-0.092,0.936,55.687,-49.465,52.236,0.547,1.002,2.380,1.043,1.437,2.202,0.200,0.275,-0.930,-0.150,-0.073,-0.110,20.755,0.000
1742781391700275770,-1.053,-3.004,0.035,-0.098,0.954,57.199,-50.747,51.351,1.042,1.043,1.123,1.536,1.263,0.440,0.324,0.275,-0.495,-0.150,-0.062,-0.108,20.755,0.000
1742781391709913588,-0.980,-2.939,0.032,-0.024,0.934,52.870,-45.799,55.506,1.040,1.118,2.354,1.536,1.334,1.653,0.324,0.275,-0.493,-0.150,-0.062,-0.097,20.756,0.000
1742781391720100631,-0.889,-2.634,-0.054,0.028,0.989,45.718,-42.610,54.893,0.547,1.131,2.930,1.537,1.326,0.988,0.262,0.275,-0.710,-0.300,-0.062,0.014,20.757,0.000
1742781391729858542,-0.460,-2.253,-0.003,0.092,0.984,37.397,-28.931,57.030,1.042,0.974,0.981,1.043,0.945,0.871,0.262,0.275,-0.710,-0.000,-0.062,-0.197,20.757,0.000
1742781391740226698,-0.225,-1.964,0.051,0.025,0.980,35.687,-20.747,60.893,1.042,0.759,0.714,1.042,1.153,1.623,0.262,0.274,-0.710,-0.000,-0.051,-0.199,20.758,0.000
1742781391749912275,-0.217,-2.235,0.076,-0.124,0.922,38.965,-30.724,62.889,1.017,0.789,0.844,1.536,1.188,0.521,0.321,0.274,-0.502,-0.157,-0.051,-0.078,20.758,0.000
1742781391760277098,-0.302,-2.841,0.075,-0.175,0.918,42.924,-37.862,61.244,1.042,1.000,1.627,1.537,1.156,0.779,0.324,0.273,-0.490,-0.150,-0.038,-0.080,20.759,0.000
1742781391769909804,-0.393,-3.248,0.039,-0.088,0.951,45.932,-44.137,57.870,0.547,1.013,2.594,1.066,1.173,1.683,0.203,0.273,-0.913,-0.157,-0.038,-0.062,20.759,0.000
1742781391780372701,-0.302,-3.104,-0.008,0.015,0.996,48.252,-45.923,49.977,1.017,0.808,0.401,1.042,0.932,0.588,0.259,0.273,-0.718,-0.008,-0.038,-0.168,20.760,0.000
1742781391789856222,-0.156,-2.949,0.032,0.002,0.948,45.164,-37.574,45.116,0.547,0.684,2.133,1.042,1.020,1.703,0.200,0.273,-0.925,-0.150,-0.038,-0.065,20.760,0.000
1742781391800225952,-0.236,-2.644,0.069,0.015,0.916,42.512,-42.717,48.053,1.040,0.802,0.423,1.066,0.932,0.623,0.265,0.273,-0.697,-0.008,-0.024,-0.165,20.761,0.000
1742781391809909492,-0.440,-2.573,0.070,-0.049,0.914,41.535,-49.862,50.420,1.017,0.833,1.235,1.042,1.164,1.922,0.259,0.273,-0.716,-0.008,-0.024,-0.157,20.761,0.000
1742781391820139110,-0.702,-2.762,0.066,-0.089,0.926,41.581,-57.373,52.114,1.017,0.906,1.007,1.538,1.220,0.464,0.321,0.273,-0.498,-0.158,-0.024,-0.048,20.762,0.000
1742781391829862058,-0.749,-2.893,0.011,-0.113,0.970,45.183,-59.343,40.527,1.017,1.011,1.821,1.043,1.106,1.934,0.259,0.273,-0.716,-0.008,-0.024,-0.153,20.763,0.000
1742781391840314807,-0.684,-3.138,-0.047,-0.078,1.045,46.313,-54.412,43.397,1.040,0.800,0.610,1.042,1.106,1.294,0.262,0.272,-0.706,-0.000,-0.011,-0.159,20.763,0.000
1742781391849895624,-0.564,-3.083,0.046,-0.010,0.947,45.046,-44.106,45.107,1.017,0.778,0.672,1.043,1.097,1.326,0.259,0.272,-0.712,-0.008,-0.011,-0.145,20.764,0.000
1742781391860211057,-0.702,-2.890,0.072,-0.001,0.915,44.237,-45.373,43.824,1.040,0.890,0.898,1.043,1.179,1.544,0.262,0.271,-0.702,-0.001,0.002,-0.150,20.764,0.000
1742781391869859931,-0.887,-2.793,0.019,-0.038,0.970,42.802,-58.243,47.656,0.547,0.948,2.328,1.043,1.248,1.814,0.200,0.271,-0.918,-0.150,0.002,-0.032,20.764,0.000
1742781391880133438,-0.871,-2.875,0.015,-0.103,0.976,43.657,-55.755,48.511,0.547,0.937,1.993,1.042,1.000,0.911,0.200,0.271,-0.919,-0.150,0.002,-0.027,20.765,0.000
1742781391889844312,-0.860,-3.085,0.022,-0.084,0.962,43.260,-51.221,51.641,1.042,0.935,1.171,1.535,0.990,0.064,0.324,0.271,-0.484,-0.150,0.002,-0.023,20.766,0.000
1742781391900207634,-0.841,-3.081,0.025,-0.032,0.953,44.176,-49.572,52.023,1.017,1.059,2.230,1.042,1.105,2.219,0.259,0.271,-0.712,-0.008,0.013,-0.122,20.766,0.000
1742781391909844044,-0.898,-3.006,-0.012,0.022,1.001,44.924,-51.205,40.405,0.547,0.965,1.990,1.066,1.209,1.260,0.203,0.271,-0.906,-0.157,0.013,-0.004,20.766,0.000
1742781391920075681,-0.726,-2.713,0.034,-0.017,0.972,44.252,-44.946,28.084,1.042,0.903,0.751,1.066,0.912,0.638,0.265,0.271,-0.689,-0.008,0.013,-0.109,20.767,0.000
1742781391929748758,-0.781,-2.656,0.068,-0.040,0.933,44.481,-43.022,27.946,0.547,0.950,2.636,1.066,1.167,1.833,0.203,0.271,-0.907,-0.157,0.013,0.001,20.767,0.000
1742781391940244266,-0.987,-2.611,0.082,-0.025,0.910,43.336,-48.534,30.053,1.513,1.103,-0.079,0.572,1.101,2.104,0.262,0.269,-0.700,0.285,0.026,-0.317,20.768,0.000
1742781391949842639,-0.983,-2.889,-0.000,-0.048,1.005,43.565,-52.717,37.289,1.042,0.766,1.186,1.042,1.399,2.651,0.262,0.269,-0.695,0.000,0.026,-0.107,20.768,0.000
1742781391960202943,-0.918,-2.848,0.049,-0.063,0.948,44.527,-47.236,33.198,1.017,0.962,1.231,1.043,1.176,1.625,0.259,0.276,-0.705,-0.008,0.038,-0.100,20.769,0.000
1742781391969835298,-0.869,-3.096,0.001,-0.146,0.963,45.520,-45.938,33.549,1.042,0.944,1.343,1.065,1.145,1.717,0.265,0.276,-0.709,-0.007,0.038,-0.092,20.769,0.000
1742781391980258639,-0.824,-3.198,0.049,-0.047,0.948,45.535,-41.557,45.351,0.547,0.985,2.348,1.043,1.169,1.540,0.200,0.276,-0.937,-0.150,0.038,0.014,20.770,0.000
1742781391989840512,-0.674,-3.055,0.024,-0.040,0.964,44.375,-39.435,41.626,1.042,0.934,0.881,1.042,0.906,0.752,0.262,0.276,-0.720,-0.000,0.038,-0.090,20.770,0.000
1742781392000169112,-0.634,-3.024,0.059,-0.031,0.937,44.787,-39.282,45.839,1.042,0.916,1.424,1.042,1.096,1.795,0.262,0.280,-0.720,-0.000,0.049,-0.089,20.771,0.000
1742781392009806615,-0.638,-2.864,0.026,0.006,0.952,44.817,-43.831,45.107,1.042,0.915,1.187,1.042,1.092,1.551,0.262,0.280,-0.733,-0.000,0.049,-0.079,20.771,0.000
1742781392020035844,-0.620,-2.719,0.034,-0.022,0.950,45.062,-45.190,37.183,0.547,0.917,2.261,1.536,1.076,0.193,0.262,0.280,-0.733,-0.300,0.049,0.141,20.772,0.000
